	Tweets	Date	Source	Likes	RTs
724	A bit late, but RIP, Stan Lee	2018-11-28 10:35:42	Twitter Web Client	0	0
725	"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#life #belief #hustle… https://t.co/kZfal9kjJc"	2018-11-28 10:35:08	Crowdfire - Go Big	0	0
726	"Lee Seung Gi, Nu'est and wanna one in the same frame

What kind of stan win 😭😭😭 https://t.co/yuDAc0VzKf"	2018-11-28 10:34:42	Twitter for Android	0	0
727	Stan Lee died from heart failure – Eyewitness News https://t.co/ZTwpTjvcp2 https://t.co/PGnynunvmW	2018-11-28 10:34:25	IFTTT	0	0
728	@vDarkpulse Bro Stan Lee talked mad shit about you, he couldn’t stand you bro	2018-11-28 10:34:04	Twitter for iPhone	0	0
729	@CasualisNin @Berrironaiz Stan Lee	2018-11-28 10:33:58	Twitter for Android	0	0
730	Please God don't let me ever find something bad about Stan Lee	2018-11-28 10:33:53	Twitter for Android	1	0
731	we really lost Stan Lee &amp; Stephen Hillenburg in a span of 2 weeks 💔	2018-11-28 10:33:01	Twitter for Android	0	0
732	Good bye #StephenHillenburg damn, after stan lee now my another legend died. #rip @Nickelodeon https://t.co/YTHFcx7w2v	2018-11-28 10:32:45	Twitter Lite	0	0
733	@talasekaca Stan lee was there as well	2018-11-28 10:31:42	Twitter for Android	0	0
734	"@Nickelodeon First gabe the dog
Then, Stephen Karl
Then, Stan Lee
and now this????"	2018-11-28 10:30:27	Twitter for Android	0	0
735	I added a video to a @YouTube playlist https://t.co/rSd1T3WPg2 Twitch Streamers Reactions To The Amazing STAN LEE Cameo Appearance in	2018-11-28 10:29:55	Google	0	0
736	I liked a @YouTube video https://t.co/rSd1T3WPg2 Twitch Streamers Reactions To The Amazing STAN LEE Cameo Appearance in Spider-Man	2018-11-28 10:29:53	Google	0	0
737	Stan Lee is dead. Stephen Hillenburg just recently died. Oh please, Satoshi Tajiri, please don't die!!! 💔😔	2018-11-28 10:29:30	Twitter for Android	0	0
738	god november just fucking sucks, stan lee and stephen hillenburg both died	2018-11-28 10:29:14	Twitter for iPhone	0	0
739	@jongran @CartoonishWeeb First Stan Lee now Stephen hillenbrug https://t.co/yAV4L6l2mi	2018-11-28 10:28:40	Twitter for Android	3	1
740	@weabogarbage Did you not see My stan Lee tweet?	2018-11-28 10:27:35	Twitter Lite	0	0
741	stan lee	2018-11-28 10:27:33	Twitter for iPhone	2	0
742	"Watching every Stan Lee cameo ever on YouTube with the boy and someone tells ""HOLYSHIT!""

I have never coughed and… https://t.co/s297K35yoW"	2018-11-28 10:23:49	Twitter Lite	0	0
743	Stan Lee's cause of death revealed after Marvel Comics legend dies aged 95 https://t.co/U5d8YCHcin https://t.co/6tcxCjlgc8	2018-11-28 10:22:26	OxfordBlue-Twitter	0	0
744	Stan Lee's cause of death revealed https://t.co/2zYuAWpuKj	2018-11-28 10:21:03	cmssocialservice	0	0
745	@MissCrystalYu are you in a bar scene in Ant Man? I was just watching Stan Lee cameos on you tube and It's a really… https://t.co/ClYDd0MvXj	2018-11-28 10:20:31	Twitter Lite	0	0
746	Draw My Life : Stan Lee  (Tribute) https://t.co/eR7cMmRFbE via @YouTube	2018-11-28 10:19:49	Twitter Web Client	0	0
747	Mac miller Stan lee now this 2018 needs to go https://t.co/vgPaYEM7ra	2018-11-28 10:18:34	Twitter for iPhone	3	0
748	"How many famous people did 2018 kill?
&gt;Anthony Bourdain
&gt;Stephen Hawking
&gt;Stan Lee
&gt;Stephen Hillenburg
&gt;Spiderman
&gt;… https://t.co/xgpNaq40pc"	2018-11-28 10:17:36	Twitter Web Client	2	0
749	"@NightIntention Excelsior.

RIP Stan Lee"	2018-11-28 10:17:00	TweetDeck	1	0
750	@stampede331 @neilhimself Half the people freaking out probably don't know what he said because he didn't say it on… https://t.co/aBdsC1jczK	2018-11-28 10:16:44	Twitter Web Client	0	0
751	Stan Lee's Cause of Death Revealed - Entertainment Tonight https://t.co/u8VCiqBXSF https://t.co/nF7QxkGSWI	2018-11-28 10:16:03	dlvr.it	0	0
752	"So now @SpongeBob's father is dead, will the show ever be the same?😪
It's not like I really knew him like Stan Lee… https://t.co/Ia0RJKNNOn"	2018-11-28 10:15:17	Twitter for Android	0	0
753	Stan Lee’s Cause Of Death Revealed. https://t.co/LGEPtTLLxP https://t.co/OTSywkOv48	2018-11-28 10:15:11	WordPress.com	0	0
754	“Spider-Man isn’t the only one that gets sticky hands after using the web all day”… https://t.co/DBne0ZDJKL	2018-11-28 10:14:48	Twitter for iPhone	2	1
755	The Strange Case of Stan Lee | The Comics Journal: https://t.co/i5hEBTWp1v	2018-11-28 10:14:28	Twitter Web Client	1	0
756	2018 you sick son of a bitch, una si stan lee sunod si stephen hillenburg	2018-11-28 10:10:52	Twitter Web Client	3	0
757	"First Stan Lee and now the creator of SpongeBob Squarepants Stephen Hillenburg is dead 😕😢
57 years old 😔
#RIPStephenHillenburg ❤️"	2018-11-28 10:08:40	Twitter for iPhone	13	0
758	"*Stan Lee creator of Marvel dies*
2 weeks later....
*Spongebob creator dies* https://t.co/XtnrTMgU5l"	2018-11-28 10:08:13	Twitter Web Client	3	0
759	Lost another childhood hero today, after Stan Lee, this time Stephen said goodbye to all of us. Rest well, sir❤ #RIPStephenHillenburg	2018-11-28 10:07:43	Twitter for Android	0	0
760	@Mazithi_Zee First it was Stan Lee, now him 😢	2018-11-28 10:06:23	Twitter for Android	1	0
761	Stan Lee death certificate reveals the Marvel Comics creator died aged 95, from lung failure after 'inhaling food'… https://t.co/HrEkhrCVYg	2018-11-28 10:05:47	Twitter Web Client	0	0
762	Stan Lee died from heart failure https://t.co/ovzNXKF9Vy https://t.co/T1guDWmqdz	2018-11-28 10:04:10	dlvr.it	1	0
763	Stan Lee and even Stephen Hillenburg? No. NOOO :'&lt;	2018-11-28 10:03:58	Twitter for Android	2	0
764	R.I.P. Stan Lee's cause of death revealed https://t.co/p395Mwwdoj	2018-11-28 10:03:47	Twitter Web Client	0	0
765	Stan Lee, now Stephen hillenbeg... Fuck sake 2018	2018-11-28 10:03:09	Twitter for Android	0	0
766	How does not knowing who Stan Lee is make some one close minded?? Smh. https://t.co/Ym8xNeNFMx	2018-11-28 10:02:30	Twitter for Android	1	0
767	I said it more than once. I love The Economist obituaries. Take a peek on this week’s about Stand Lee https://t.co/LAMD9wzIQv	2018-11-28 10:01:59	Twitter for iPad	0	0
768	"3 really cool old men with names that start with the letters ""St"" died this year.

Stefan Karl 

Stan Lee

Stephen Hillenburg"	2018-11-28 10:01:02	Twitter for Android	9	0
769	@crispyspin4ch First Stan lee and now stephen :(	2018-11-28 09:59:02	Twitter Lite	0	0
770	@TheUncleGora The cameo that Stan Lee did in that one was his best!	2018-11-28 09:59:00	Twitter for Android	2	0
771	can we just appreciate how No.1 Ryeowook stan Lee Hyukjae posted first😭	2018-11-28 09:58:39	Twitter Web Client	0	0
772	Hugh Jackman on 'The Front Runner,' Stan Lee, &amp; the Future of 'X-Men' | ... https://t.co/XGsDxzHPz5 via @YouTube	2018-11-28 09:58:36	Twitter for Android	0	0
773	Last time was Stan Lee, and this time is spongebob squarepants’ creator Stephen Hillenburg. Too many legend passed… https://t.co/J6RgT9wc7X	2018-11-28 09:58:25	Twitter for iPhone	1	0
774	This November is proving to be troublesome first we lose Stan Lee now we lose Stephen hillenburg	2018-11-28 09:57:41	Twitter for Android	0	0
775	"Avicii
XXXTentacion
Mac Miller
Rico J Puno
Stan Lee

And now Stephen Hillenburg. Damn 2018 why?"	2018-11-28 09:56:59	Twitter for Android	9	1
776	First Stan Lee, now this. This year should end already https://t.co/TK3iNjoNQ8	2018-11-28 09:56:03	Twitter for Android	0	0
777	First Stan Lee died then Stephen Hillenburg and now our dog! This is the worst month ever 😑😓😫😖	2018-11-28 09:55:54	Twitter for Android	0	0
778	Stan Lee Totally Looks Like Gino Paoli https://t.co/JnTzT1kLYi	2018-11-28 09:50:05	dlvr.it	0	0
779	I liked a @YouTube video https://t.co/vwaLIPiMBL Stan Lee meets the Real Tony Starks at Legacy Effects	2018-11-28 09:49:42	Google	0	0
780	"Yahoo Entertainment: Stan Lee's cause of death revealed.
https://t.co/4NCWSN2MU8

via @GoogleNews"	2018-11-28 09:48:35	Twitter for Android	0	0
781	Comic book legend Stan Lee’s cause of death comes to light https://t.co/8LusatWluU https://t.co/4dO5ArmFfo	2018-11-28 09:48:31	WordPress.com	0	0
782	Just this month, Stan Lee, the creator of marvel died, now also sad to share the news of the passing of Stephen Hil… https://t.co/qdTyZ0rYml	2018-11-28 09:48:24	Facebook	0	1
783	I added a video to a @YouTube playlist https://t.co/0xy0EDALaH Random Live Chat 1st Attempt and Remembering Stan Lee	2018-11-28 09:47:32	Google	0	0
784	First Stan Lee and now Stephen Hillenburg? UMMM EXCUSE ME UNIVSERSE BUT WHAT THE HECK?????	2018-11-28 09:47:26	Twitter Web Client	3	0
785	2018 officially the most wack year in history. Period. How tf god really gonna take Stan Lee and the creator of fuc… https://t.co/UOwT4dG6s4	2018-11-28 09:46:51	Twitter for iPhone	2	0
786	Is it just me or is Stan Lee sending out to many tweets now that he's passed away? If you Stans friend you should t… https://t.co/ScnKZXqf5R	2018-11-28 09:46:15	Twitter for Android	0	0
787	@BucketOverlord First Stefan Karl and then Stan lee and now him!?!?!?	2018-11-28 09:45:56	Twitter for Android	2	0
788	@ChrisRGun When you’re almost over Stan Lee passing, then Stephen Hillenburg passes	2018-11-28 09:45:53	Twitter for iPhone	14	1
789	Just wait. By tomorrow afternoon, mfs gonna have drawings of xxxtentacion, Stephen Hillenburg, Stan Lee, and Haramb… https://t.co/1uy9nDWhyx	2018-11-28 09:44:42	Twitter for iPhone	1	0
790	@FlexiSAF Stan Lee	2018-11-28 09:43:56	Twitter for iPhone	0	0
791	There was Kate Spade, then Stan Lee, and then Stephen Hillenburg... all of them in one year 😥 RIP	2018-11-28 09:43:48	Twitter for iPhone	0	0
792	"Stan Lee, Stephen Hawking, Steve Ditko, Avicii, Stephen Hillenburg, Burt Reynolds, Aretha Franklin and more.

2018… https://t.co/02y05PfDVY"	2018-11-28 09:43:48	Twitter for Android	2	0
793	Very true. I was a fan of SpongeBob right from the start. Stan Lee was such a nice guy, always kind and patient wit… https://t.co/MvccITDCoM	2018-11-28 09:41:37	Twitter for Android	0	0
794	Stan Lee cause of death: Comic book legend died of heart failure: Marvel Comics creator… https://t.co/8U1WyF157N	2018-11-28 09:41:22	Google	0	0
795	"First we lose Stan Lee, now we lose Stephen Hillenburg.

Fuck :("	2018-11-28 09:40:39	Twitter Web Client	1	0
796	First Stephan Karl, then stan lee and now stephen....	2018-11-28 09:40:14	Twitter for Android	1	0
797	@VancityReynolds @TheRealStanLee Love you Stan Lee will miss you forever and have been following and reading your g… https://t.co/pUXTNUk7sw	2018-11-28 09:38:28	Twitter for Android	0	0
798	Stan lee and now Stephen Hillenburg? :(	2018-11-28 09:35:37	Twitter for Android	1	0
799	"First Stephan Karl, then Stan Lee and now Stephen Hillenburg.......
2018 makes my whole childhood slowly melt away :("	2018-11-28 09:35:01	Twitter Web Client	0	0
800	First Stan Lee aged 95 died and now Harry the old fella has died aged 95. Cannot believe it.	2018-11-28 09:34:34	Twitter for Android	4	0
801	What childhood dream have you not had the chance to fulfill? — a lot tho but meeting the og stan lee is something i… https://t.co/LfIfN8ijuI	2018-11-28 09:33:04	Curious Cat	0	0
802	Cause of Comic book legend Stan Lee's death revealed. read details inside https://t.co/EuCaNrnuAt	2018-11-28 09:32:39	IFTTT	0	0
803	Tattoo artist etches designs onto customers in memory of Marvel Comics creator Stan Lee   https://t.co/8RNR0owXom	2018-11-28 09:31:18	TweetDeck	0	0
804	The Stan Lee cameo in #Ralphbreakstheinternet 😭❤️	2018-11-28 09:30:52	Twitter for iPhone	2	0
805	@DHLAfrica @CapeTown7s I think i'll honour Stan Lee by dressing up as him #DHLRugby7s	2018-11-28 09:29:50	Twitter for Android	1	0
806	"First, Stan Lee
Second, Stephen Hillenburg
Again, the world has been abandoned by great creators."	2018-11-28 09:29:11	Twitter for iPhone	0	0
807	First Stan Lee, Now Stephen Hillenburg. I’m so done with 2018. 😭😭😭😭😭✌️. 2019 Bound https://t.co/O2V32wNXLG	2018-11-28 09:28:55	Twitter for iPhone	2	1
808	First, Stan Lee. Now, Stephen Hillenburg. IN UNDER A MONTH. This is too much 😭	2018-11-28 09:28:24	Twitter Lite	1	0
809	If heaven is actually real.. then I’m glad Stan Lee is up there. Maybe he’ll slap God across the face and make him fix what he fucked up..	2018-11-28 09:28:10	Twitter for iPhone	0	0
810	"@brizyvfx Sabrina Arnold
Howdy
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks the Internet'… https://t.co/6v77dBbLsY"	2018-11-28 09:27:25	Twitter Web Client	0	0
811	"first Stan Lee, now Stephen Hillenburg :""((( #RIPStephenHillenburg #RIPStanLee"	2018-11-28 09:26:40	Twitter Web Client	0	0
812	@Walterique_S watched frenzy yesterday,it was awesome,i too love superheroes,especially Mr Stan Lee,he was a legendary hero.Excelsior.	2018-11-28 09:26:32	Twitter for Android	2	1
813	"These 5 people have died this year.

Stephen Hawking
Avicii
XXXTentacion
Stan Lee
Stephen Hillenburg

May they rest in peace"	2018-11-28 09:25:50	Twitter Web Client	1	0
814	"We lost 2 legends this year, Talkin about Stan ""The man"" lee And Stephen Hillenburg. #RIP"	2018-11-28 09:22:11	Twitter Web Client	0	0
815	@Kathlee72673549 @jacquicrab1 @williamlegate @moirami @realDonaldTrump Stan lee 🙏	2018-11-28 09:21:47	Twitter Lite	2	0
816	Stan Lee's cause of death revealed https://t.co/vDE0E2ATD7 /  Bill Maher is Bastard person	2018-11-28 09:18:27	Twitter Web Client	0	0
817	Bill Maher Responds To Backlash Over Comic Book Comments: “I Am Agnostic On Stan Lee” – Update - Deadline :: #comics https://t.co/LDBf8QYF4y	2018-11-28 09:18:24	IFTTT	0	1
818	@Variety Oh god first it was Stan Lee and now Hillenburg... Let's just get 2018 over with already https://t.co/xiOiYc64CO	2018-11-28 09:18:18	Twitter for Android	0	0
819	X-Men #2 1963 2nd Appearance X-men Marvel Stan Lee Jack Kirby KEY 1st Vanisher https://t.co/AdWiXki5ft https://t.co/nxKWCVdQw7	2018-11-28 09:17:04	Period Comics	0	0
820	Yesterday was Stan Lee, now Stephen Hillenburg. #RIPStephenHillenburg Thank you to make our childhood was colorful.	2018-11-28 09:16:49	Twitter for Android	0	0
821	@Craze_TV RIP Mr Stan Lee.	2018-11-28 09:16:01	Twitter for Android	0	1
822	Revealed: Stan Lee's cause of death  - https://t.co/J8VWoptjce #StanLee	2018-11-28 09:14:55	PinkVilla	4	0
823	Cause of Comic book legend Stan Lee's death revealed. read details inside https://t.co/jADPJAjIB5 https://t.co/5e0pvjdvFD	2018-11-28 09:14:36	WordPress.com	0	0
824	"Because i Love Lee Felix? 

4. because I'm just in love with him

If I ask Felix for Santa, does he give it to me?

@Stray_Kids"	2018-11-28 09:14:30	Twitter Lite	0	0
825	@Miss_InDeed Next you tweet, tweet about your precise statement because calling people ignorant because they don’t… https://t.co/SRPvap5WG7	2018-11-28 09:14:19	Twitter for iPhone	0	0
826	"An Interview with Stan ""The Man"" Lee, Marvel Comics' Real Superhero https://t.co/vpblTVrIrV via @YouTube"	2018-11-28 09:14:06	Twitter Web Client	0	0
827	@Craze_TV We will miss him so much.Stan Lee,because of him i was uplifted,with the comics/heroes he created of the marvel universe.	2018-11-28 09:13:23	Twitter for Android	3	1
828	@Nathorix IKR, Avicci, this, Stan Lee and so much more. May it sod off.	2018-11-28 09:12:54	Twitter for iPhone	0	0
829	Stan Lee meets the Real Tony Starks at Legacy Effects https://t.co/ICArRiTDyd via @YouTube What an amazing work well done @LegacyEffects	2018-11-28 09:11:10	Twitter Web Client	0	0
830	God out here snatching lives like its nothing. My guy said 'yall talkin about snatching wigs? Ill snatch all yalls… https://t.co/B4Wpz7kWsg	2018-11-28 09:08:39	Twitter for Android	1	0
831	@LiamMcEwan First Stan lee, now Stephen...A legend after a Legend 😔✊💛	2018-11-28 09:06:52	Twitter for Android	1	0
832	I deadass forgot stan lee died....tht shit still wild to me	2018-11-28 09:06:34	Twitter for iPhone	0	0
833	Stan Lee was one thing, but Stephen Hillenburg is another. Come on man 😢💔	2018-11-28 09:06:04	Twitter for Android	0	0
834	ralph breaks the internet was SO cute and funny i’m obsessed 😭 and i saw a lil stan lee cameo too ♥️ mr knowsmore was my favorite 😍😭	2018-11-28 09:05:14	Twitter for iPhone	0	0
835	Fieldtrip Reading, anyone? In Stan Lee's New York, Neighborhoods Needed Their Own Heroes #NewYorkCity #Marvel… https://t.co/W5vYhz9B9d	2018-11-28 09:05:09	Twitter Web Client	0	0
836	@TheRealStanLee @ColleenDoran can we make statue for stan lee ? we are factory making statue and figurine .	2018-11-28 09:04:49	Twitter Web Client	0	0
837	I watched Venom last night with my bf,and Stan Lee obviously appeared there...that was the saddest 1 minute of movie...my hearteu	2018-11-28 09:03:45	Twitter for Android	2	0
838	Because I don’t know Stan lee I’m ignorant. Y’all must be stupid! Ask Americans who Mandela is, they will ask you what is that. FOH!	2018-11-28 09:02:45	Twitter for iPhone	0	0
839	Stan Lee explains why Spider-Man is just a regular guy, 1977 https://t.co/05CeVsDNT0 via @YouTube We will always mi… https://t.co/pxdx1IeHCu	2018-11-28 09:01:32	Twitter Web Client	0	0
840	Who is Stan lee ? https://t.co/9k8UYtZCrB	2018-11-28 09:01:07	Twitter for iPhone	0	0
841	*cupping hands around mouth* if a hologram of stan lee doesn’t keep making a cameo in each marvel movie from here o… https://t.co/ogssRrnk3l	2018-11-28 08:59:17	Twitter for iPhone	0	0
842	// I forgot to post my farewell to Stan Lee, and I also heard that Stephen Hillenburg passed away as well. Goodbye my childhood creators. //	2018-11-28 08:57:55	Twitter for iPhone	0	0
843	On me brotha ! First Stan Lee now him 🤦🏻‍♂️😤 https://t.co/4hvM4vEOXZ	2018-11-28 08:57:42	Twitter for iPhone	0	0
844	Stan Lee death certificate reveals the Marvel Comics creator died from lung failure after ‘inhaling food’ – The Sun https://t.co/KbvT5b6981	2018-11-28 08:56:23	WordPress.com	0	0
845	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/yDEpEhsgfY https://t.co/3VhPhQbhvF	2018-11-28 08:56:06	dlvr.it	0	4
846	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/aCIKrdu9j7	2018-11-28 08:55:46	IFTTT	0	0
847	Yo if it weren’t for Stephen Hillenburg our childhood would have been garbage. ALS is crazy. Stan Lee then Hillenburg. Brazy.	2018-11-28 08:54:13	Twitter for iPhone	2	1
848	@TheMacroShow All the legend are dying. We need more. First Ralph Baer is gone(creator of the first gaming console)… https://t.co/Cc91MJ3B5P	2018-11-28 08:53:05	Twitter for Android	0	0
849	First Stephen Hawking then Stan Lee and now, Stephen Hillenburg 😭 The world is slowly losing our TREASURES 😓 Your c… https://t.co/eGdR0JRMat	2018-11-28 08:51:32	Twitter for iPhone	0	1
850	"So many legends passed away this year. Robbie Rotten, Stan Lee and now Stephen Hillenburg.

Rest in peace, true legends"	2018-11-28 08:51:07	Twitter for Android	0	0
851	First the creator of Marvel: the legendary #Stan_Lee now the creator of SpongeBob who was legendary for appealing t… https://t.co/nGG7T5Cv9o	2018-11-28 08:48:44	Twitter for Android	0	0
852	Someone just told me Deadpool will be the only character aware that Stan Lee is dead and Emo Hours have now opened	2018-11-28 08:47:30	Twitter for iPhone	0	0
853	Both Stan lee and Stephen Hillenburg...in the same year....R.I.P Stephen. You’ll truly be a great guy along with St… https://t.co/SAsdKuVvOl	2018-11-28 08:47:01	Twitter for iPhone	0	0
854	"""Ad"" Comics: X-Men Prime #1 Sketch Version *Stan Lee Comic Box Exclusive 2017 Variant ~Rare!… https://t.co/3L1y9lwUew"	2018-11-28 08:46:06	dlvr.it	0	0
855	"""Ad"" Comics: Secret Empire ~ Underground #1 *Stan Lee Comic Box Exclusive 2017 Variant ~Rare!… https://t.co/lNJ5rDi5eL"	2018-11-28 08:46:05	dlvr.it	0	0
856	"""Ad"" Comics: Venom #151 Stan Lee Comic Box Exclusive 2017 Variant *1st Appearance ~Rare~Movie… https://t.co/JF6HsbDjcD"	2018-11-28 08:46:03	dlvr.it	0	0
857	Stan Lee | Marvel Remembers Stan “The Man” Lee | Marvel https://t.co/g5Xq4ybIce https://t.co/hVMoGK74Fn	2018-11-28 08:45:42	WordPress.com	0	0
858	@Pamaj With the passing of people like Stan Lee and Stephen Hillenburg, we're reminded how powerful one person with… https://t.co/UlgQdREV2a	2018-11-28 08:44:55	Twitter for Android	1	0
859	They used this same joint with Stan Lee so RELAX https://t.co/tUqYCTi5yO	2018-11-28 08:44:27	Twitter for Android	0	0
860	There's been way too many deaths for me to process this year, Mac Miller, X,Stan Lee ,3 different people that inspi… https://t.co/U8zHbNYcBA	2018-11-28 08:44:02	Twitter Web Client	0	0
861	@themakingofCMD @America_Young Stan Lee!!	2018-11-28 08:43:40	Twitter for iPhone	1	0
862	"4. lee jeno - nct

the cutest ?? i love him so much like a whole talented and good looking man 👌🏻😤 stan jeno for go… https://t.co/foUh3IEVFZ"	2018-11-28 08:43:38	Twitter for iPhone	0	0
863	"""Ad"" STAN LEE SIGNED AUTO 16 X 20 SILVER SURFER THOR PHOTO EXCELSIOR HOLOGRAM! $200+ https://t.co/PAYwh4Ns37… https://t.co/82AutY5dd2"	2018-11-28 08:43:07	dlvr.it	0	0
864	"Stan Lee
#stanlee #portrait #timelapse #procreate #digitalpainting #avivinay @Procreate https://t.co/Akv6EcoZ8m"	2018-11-28 08:39:57	Twitter for iPad	1	0
865	Peep, X, Mac, Stan Lee, and now Hillenburg...i want a refund	2018-11-28 08:39:19	Twitter for iPhone	0	0
866	"Hey Kids, Comics ... and Copyrights, How They Work 
        The passing of Stan Lee has many thinking about comic b… https://t.co/jot7MEQ0Ii"	2018-11-28 08:39:07	IFTTT	0	0
867	First Stan Lee now Stephen Hillenburg... My childhood is ruined	2018-11-28 08:38:05	Twitter for Android	0	0
868	Stan Lee, the creator of Spider Man, X-Men and other legendary superheroes died on November 12th. I've made a lesso… https://t.co/Wbc0XUcdPI	2018-11-28 08:37:44	Twitter Web Client	0	0
869	@Leahtamryn took one for the team. A queen. An icon. I stan 😍 https://t.co/mf4Yr3tODq	2018-11-28 08:37:32	Twitter for iPhone	1	1
870	@MarvelStudios @Kevfeige R.I.P stan lee ❤😞 https://t.co/Q60IYfwI7I	2018-11-28 08:37:09	Twitter for Android	0	0
871	Stan Lee signed Amazing Spiderman 129 CGC 6.5 + more!! https://t.co/h3NuXpvGMt https://t.co/GjEZCSBvvG	2018-11-28 08:37:04	Period Comics	0	0
872	Stefan Karl Stefanson another guy who gave loads of people great childhood memories who is Robbie Rotten was gone a… https://t.co/5qOWfMwrrh	2018-11-28 08:37:00	Twitter Lite	0	0
873	"What Entrepreneurs Can Learn From Marvel Master Stan Lee
https://t.co/fpqEKVIH1T
#entrepreneur #entrepreneurship… https://t.co/rNCIlt0ej1"	2018-11-28 08:37:00	TweetDeck	3	1
874	RIP all the people that died this year hope they had a good life career they got to have just like Stan Lee https://t.co/0Jlk0YwuT0	2018-11-28 08:36:55	Twitter for Android	0	0
875	I am fucking sad bro... I'm running outta money faster than I can count to 10. I'm barely passing some of my classe… https://t.co/S1CIaq6f4C	2018-11-28 08:36:54	Twitter for Android	1	0
876	Stan Lee's cause of death revealed https://t.co/p0OkmXsBox	2018-11-28 08:36:06	Twitter Web Client	0	0
877	There will never be another Stan Lee. Remember when I picked up the first issue of Spiderman at the local drugstore… https://t.co/dEQdKm8iuo	2018-11-28 08:35:44	Twitter for iPhone	0	0
878	Marvel Creator Stan Lee's Death Certificate Lists Heart Failure as Cause of Death https://t.co/z7rlLHm6EJ	2018-11-28 08:35:28	Facebook	0	0
879	Fuck Stan Lee Walt Disney would kick his ass	2018-11-28 08:34:52	Twitter for Android	0	0
880	The death certificate of @TheRealStanLee who died earlier this month has revealed that the Marvel comics creator di… https://t.co/W36dRgGREh	2018-11-28 08:34:15	Twitter Web Client	0	0
881	why the fuck my heroes dying bruh Mac Miller, Stan Lee, Stephen Hillengberg, Anthony Bourdain. I’m angry 😡 quit doing this !!!!	2018-11-28 08:31:28	Twitter for iPhone	3	1
882	Man we lost Stan Lee AND Stephen Hillenburg so close together. Rip my childhood. Rip me. Oof oof oof oof. #oof #RIPinPeace	2018-11-28 08:30:50	Twitter for iPhone	2	0
883	"crud
we lost Stefan Karl, Stan Lee, and Stephen Hillberg this year
it's probably out of place for me to be saying t… https://t.co/O3Fao6x8Nl"	2018-11-28 08:30:33	Twitter for Android	1	0
884	Stan Lee Marvel Head Base Ball Superhero Men's T-Shirt S-5XL https://t.co/t5lBlxZv1e	2018-11-28 08:30:21	Buffer	0	0
885	The Top 5 BEST Marvel Movies | Was Stan Lee ahead of his time? JLATop5 @Abwon @SaunidNicolas @MessiahJuni… https://t.co/jBZuKCvUMS	2018-11-28 08:30:18	Hootsuite Inc.	13	6
886	"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#EntrepreneurLife #lifelessons… https://t.co/yEn088J3Kc"	2018-11-28 08:30:07	Crowdfire - Go Big	0	0
887	Stan Lee's Cause Of Death Revealed As Heart, Respiratory Failure https://t.co/lO0GtELvJq	2018-11-28 08:30:07	LFMGTweetMachine	0	0
888	Better Dead Than Smeg : Stan Lee https://t.co/1jnsOQ3hn4	2018-11-28 08:30:00	OccuWorld	0	0
889	Stan Lee’s Cause of Death Revealed https://t.co/iJ5ZGLbT2h https://t.co/BXOL5u4beE	2018-11-28 08:28:45	WordPress.com	0	0
890	2018 has been a sad year, a year of dying Heroes for generations. First X, Jahseh of the 2010's, then Stan Lee of t… https://t.co/TsKpTuQ9jE	2018-11-28 08:28:41	Twitter Web Client	1	0
891	"@Ghost_Focus Ghost Focus
Hello
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks the Internet'… https://t.co/zJW84wLbsX"	2018-11-28 08:27:22	Twitter Web Client	0	0
892	Ross And Phil Talk... Stan Lee &amp; William Goldman. latest episode of the podcast out today we take a look at the rec… https://t.co/vKycJ7Nju2	2018-11-28 08:24:42	Twitter for iPhone	0	0
893	First Stan Lee, now Stephen Hillenburg. Its like 2017 of iconic content creators.	2018-11-28 08:23:02	TweetCaster for Android	0	0
894	Stan Lee dies now it's Stephen Hillenburg. Heartbreaking 💔	2018-11-28 08:23:01	Twitter for iPad	3	0
895	My heart X PLODED when Groot and Stan Lee had their moments in Reck-It-Ralph	2018-11-28 08:22:35	Twitter for iPhone	1	0
896	@TMZ He most def had giving his heart and soul to all that he did...may he forever Rest in Peace...THANK YOU Stan Lee....	2018-11-28 08:21:06	Twitter Web Client	0	0
897	@TMZ RIP Stan Lee	2018-11-28 08:19:10	Twitter Lite	0	0
898	Why is everyone dying this year oof. First Robbie Royston (lol) then Stan Lee and now the creator of spongebob.	2018-11-28 08:18:32	Twitter for iPhone	1	0
899	God, why did you kill Stan Lee when I'm standing right here?	2018-11-28 08:18:20	Twitter Lite	0	0
900	I was at the library today and they had a Stan Lee tribute and then when I get in the car my mom had the nerve to ask why I look sad	2018-11-28 08:17:46	Twitter for iPhone	0	0
901	Marvel Creator Stan Lee's Death Certificate Lists Heart Failure as Cause of Death https://t.co/CMQsOawjSr	2018-11-28 08:17:36	IFTTT	0	0
902	This month took Stan Lee and now Hillenburg. https://t.co/Mo9VuHuspV	2018-11-28 08:16:53	Twitter for iPhone	1	0
903	Last time stan lee now this 😭 https://t.co/MbnRoOB7oc	2018-11-28 08:16:22	Twitter for Android	1	1
